Time	Person	xcor	ycor
247	51	35.17677669529664	44.82322330470336
247	52	26.25	48
247	53	23.17677669529664	18.17677669529664
247	54	12	14
247	55	26.37699499375567	15.13778714449199
247	56	40.97610837793736	23.000000250177585
247	57	28	25
247	58	40	39
247	59	40.82322330470336	15.823223304703363
247	60	33	46.75
247	61	19	46
247	62	10.823223304703363	16.17677669529664
247	63	17.17677669529664	19.17677669529664
247	64	39	15
247	65	57.35355339059328	50.64644660940672
247	66	34.82322330470336	19.82322330470336
247	67	10	22
247	68	25	16
247	69	31	51
247	70	9	37
247	71	35	35.75
247	72	28.17677669529664	28.82322330470336
247	73	47	40
247	74	10	19
247	75	8	38
247	76	60.4	35.8
247	77	37	16
247	78	34	51
247	79	35.17677669529664	25.82322330470336
247	80	57	34
247	81	71	18
248	0	10.75	27
248	1	70	36
248	2	71	14
248	3	57	49.25
248	4	8.75	50
248	5	13.823223304703363	27.82322330470336
248	6	15.25	30
248	7	15	35
248	8	27	22
248	9	27.32596668246309	23.033154921148043
248	10	16	21
248	11	13.421204664878722	36.875711090768114
248	12	25	15
248	13	36.75	14
248	14	28	19
248	15	28	39
248	16	68.82322330470336	16.82322330470336
248	17	55	16
248	18	66	35
248	19	55	26
248	20	56.42120466487872	49.124288909231886
248	21	66	32.25
248	22	11	19
248	23	11.823223304703363	21.82322330470336
248	24	68.42120466487873	39.875711090768114
248	25	23	29
248	26	19	22
248	27	70	19
248	28	35	37
248	29	53	17.5
248	30	70	38
248	31	19.843826238111394	47.94521720236076
248	32	55.17677669529664	44.82322330470336
248	33	10	20
248	34	24	22
248	35	29	50
248	36	51	38.75
248	37	57.82322330470336	50.17677669529664
248	38	56.2	20.6
248	39	27	51
248	40	37	16
248	41	13	51
248	42	15	28
248	43	17	27
248	44	48.81541865178362	13.000000000000002
248	45	17	39
248	46	27	51
248	47	31.25	50
248	48	19	39
248	49	14	41
248	50	67	34
248	51	35.17677669529664	44.82322330470336
248	52	26.25	48
248	53	23.17677669529664	18.17677669529664
248	54	12	14
248	55	26.37699499375567	15.13778714449199
248	56	41.22610837793735	23.000000189092606
248	57	28	25
248	58	40	39
248	59	40.82322330470336	15.823223304703363
248	60	33	46.75
248	61	19	46
248	62	10.823223304703363	16.17677669529664
248	63	17.17677669529664	19.17677669529664
248	64	39	15
248	65	57.35355339059328	50.64644660940672
248	66	34.82322330470336	19.82322330470336
248	67	10	22
248	68	25	16
248	69	31	51
248	70	9	37
248	71	35	35.75
248	72	28.17677669529664	28.82322330470336
248	73	47	40
248	74	10	19
248	75	8	38
248	76	60.4	35.8
248	77	37	16
248	78	34	51
248	79	35.17677669529664	25.82322330470336
248	80	57	34
248	81	71	18
249	0	10.75	27
249	1	70	36
249	2	71	14
249	3	57	49.25
249	4	8.75	50
249	5	13.823223304703363	27.82322330470336
249	6	15.25	30
249	7	15	35
249	8	27	22
249	9	27.32596668246309	23.033154921148043
249	10	16	21
249	11	13.421204664878722	36.875711090768114
249	12	25	15
249	13	36.75	14
249	14	28	19
249	15	28	39
249	16	68.82322330470336	16.82322330470336
249	17	55	16
249	18	66	35
249	19	55	26
249	20	56.42120466487872	49.124288909231886
249	21	66	32.25
249	22	11	19
249	23	11.823223304703363	21.82322330470336
249	24	68.42120466487873	39.875711090768114
249	25	23	29
249	26	19	22
249	27	70	19
249	28	35	37
249	29	53	17.25
249	30	70	38
249	31	19.843826238111394	47.94521720236076
249	32	55.17677669529664	44.82322330470336
249	33	10	20
249	34	24	22
249	35	29	50
249	36	51	38.75
249	37	57.82322330470336	50.17677669529664
249	38	56.2	20.6
249	39	27	51
249	40	37	16
249	41	13	51
249	42	15	28
249	43	17	27
249	44	49.06541865178362	13.000000000000002
249	45	17	39
249	46	27	51
249	47	31.25	50
249	48	19	39
249	49	14	41
249	50	67	34
249	51	35.17677669529664	44.82322330470336
249	52	26.25	48
249	53	23.17677669529664	18.17677669529664
249	54	12	14
249	55	26.37699499375567	15.13778714449199
249	56	41.476108377937344	23.00000012800763
249	57	28	25
249	58	40	39
249	59	40.82322330470336	15.823223304703363
249	60	33	46.75
249	61	19	46
249	62	10.823223304703363	16.17677669529664
249	63	17.17677669529664	19.17677669529664
249	64	39	15
249	65	57.35355339059328	50.64644660940672
249	66	34.82322330470336	19.82322330470336
249	67	10	22
249	68	25	16
249	69	31	51
249	70	9	37
249	71	35	35.75
249	72	28.17677669529664	28.82322330470336
249	73	47	40
249	74	10	19
249	75	8	38
249	76	60.4	35.8
249	77	37	16
249	78	34	51
249	79	35.17677669529664	25.82322330470336
249	80	57	34
249	81	71	18
250	0	10.75	27
250	1	70	36
250	2	71	14
250	3	57	49.25
250	4	8.75	50
250	5	13.823223304703363	27.82322330470336
250	6	15.25	30
250	7	15	35
250	8	27	22
250	9	27.32596668246309	23.033154921148043
250	10	16	21
250	11	13.421204664878722	36.875711090768114
250	12	25	15
250	13	36.75	14
250	14	28	19
250	15	28	39
250	16	68.82322330470336	16.82322330470336
250	17	55	16
250	18	66	35
250	19	55	26
250	20	56.42120466487872	49.124288909231886
250	21	66	32.25
250	22	11	19
250	23	11.823223304703363	21.82322330470336
250	24	68.42120466487873	39.875711090768114
250	25	23	29
250	26	19	22
250	27	70	19
250	28	35	37
250	29	53	17
250	30	70	38
250	31	19.843826238111394	47.94521720236076
250	32	55.17677669529664	44.82322330470336
250	33	10	20
250	34	24	22
250	35	29	50
250	36	51	38.75
250	37	57.82322330470336	50.17677669529664
250	38	56.2	20.6
250	39	27	51
250	40	37	16
250	41	13	51
250	42	15	28
250	43	17	27
250	44	49.31541865178362	13.000000000000002
250	45	17	39
250	46	27	51
250	47	31.25	50
250	48	19	39
250	49	14	41
250	50	67	34
250	51	35.17677669529664	44.82322330470336
250	52	26.25	48
250	53	23.17677669529664	18.17677669529664
250	54	12	14
250	55	26.37699499375567	15.13778714449199
250	56	41.72610837793734	23.000000066922652
250	57	28	25
250	58	40	39
250	59	40.82322330470336	15.823223304703363
250	60	33	46.75
250	61	19	46
250	62	10.823223304703363	16.17677669529664
250	63	17.17677669529664	19.17677669529664
250	64	39	15
250	65	57.35355339059328	50.64644660940672
250	66	34.82322330470336	19.82322330470336
250	67	10	22
250	68	25	16
250	69	31	51
250	70	9	37
250	71	35	35.75
250	72	28.17677669529664	28.82322330470336
250	73	47	40
250	74	10	19
250	75	8	38
250	76	60.4	35.8
250	77	37	16
250	78	34	51
250	79	35.17677669529664	25.82322330470336
250	80	57	34
250	81	71	18
251	0	10.75	27
251	1	70	36
251	2	71	14
251	3	57	49.25
251	4	8.75	50
251	5	13.823223304703363	27.82322330470336
251	6	15.25	30
251	7	15	35
251	8	27	22
251	9	27.32596668246309	23.033154921148043
251	10	16	21
251	11	13.421204664878722	36.875711090768114
251	12	25	15
251	13	36.75	14
251	14	28	19
251	15	28	39
251	16	68.82322330470336	16.82322330470336
251	17	55	16
251	18	66	35
251	19	55	26
251	20	56.42120466487872	49.124288909231886
251	21	66	32.25
251	22	11	19
251	23	11.823223304703363	21.82322330470336
251	24	68.42120466487873	39.875711090768114
251	25	23	29
251	26	19	22
251	27	70	19
251	28	35	37
251	29	53	16.75
251	30	70	38
251	31	19.843826238111394	47.94521720236076
251	32	55.17677669529664	44.82322330470336
251	33	10	20
251	34	24	22
251	35	29	50
251	36	51	38.75
251	37	57.82322330470336	50.17677669529664
251	38	56.2	20.6
251	39	27	51
251	40	37	16
251	41	13	51
251	42	15	28
251	43	17	27
251	44	49.56541865178362	13.000000000000002
251	45	17	39
251	46	27	51
251	47	31.25	50
251	48	19	39
251	49	14	41
251	50	67	34
251	51	35.17677669529664	44.82322330470336
251	52	26.25	48
251	53	23.17677669529664	18.17677669529664
251	54	12	14
251	55	26.37699499375567	15.13778714449199
251	56	41.97610837793734	23.000000053789147
251	57	28	25
251	58	40	39
251	59	40.82322330470336	15.823223304703363
251	60	33	46.75
251	61	19	46
251	62	10.823223304703363	16.17677669529664
251	63	17.17677669529664	19.17677669529664
251	64	39	15
251	65	57.35355339059328	50.64644660940672
251	66	34.82322330470336	19.82322330470336
251	67	10	22
251	68	25	16
251	69	31	51
251	70	9	37
251	71	35	35.75
251	72	28.17677669529664	28.82322330470336
251	73	47	40
251	74	10	19
251	75	8	38
251	76	60.4	35.8
251	77	37	16
251	78	34	51
251	79	35.17677669529664	25.82322330470336
251	80	57	34
251	81	71	18
252	0	10.75	27
252	1	70	36
252	2	71	14
252	3	57	49.25
252	4	8.75	50
252	5	13.823223304703363	27.82322330470336
252	6	15.25	30
252	7	15	35
252	8	27	22
252	9	27.32596668246309	23.033154921148043
252	10	16	21
252	11	13.421204664878722	36.875711090768114
252	12	25	15
252	13	36.75	14
252	14	28	19
252	15	28	39
252	16	68.82322330470336	16.82322330470336
252	17	55	16
252	18	66	35
252	19	55	26
252	20	56.42120466487872	49.124288909231886
252	21	66	32.25
252	22	11	19
252	23	11.823223304703363	21.82322330470336
252	24	68.42120466487873	39.875711090768114
252	25	23	29
252	26	19	22
252	27	70	19
252	28	35	37
252	29	53	16.5
252	30	70	38
252	31	19.843826238111394	47.94521720236076
252	32	55.17677669529664	44.82322330470336
252	33	10	20
252	34	24	22
252	35	29	50
252	36	51	38.75
252	37	57.82322330470336	50.17677669529664
252	38	56.2	20.6
252	39	27	51
252	40	37	16
252	41	13	51
252	42	15	28
252	43	17	27
252	44	49.81541865178362	13.000000000000002
252	45	17	39
252	46	27	51
252	47	31.25	50
252	48	19	39
252	49	14	41
252	50	67	34
252	51	35.17677669529664	44.82322330470336
252	52	26.25	48
252	53	23.17677669529664	18.17677669529664
252	54	12	14
252	55	26.37699499375567	15.13778714449199
252	56	42.22610837793734	23.000000040655642
252	57	28	25
252	58	40	39
252	59	40.82322330470336	15.823223304703363
252	60	33	46.75
252	61	19	46
252	62	10.823223304703363	16.17677669529664
252	63	17.17677669529664	19.17677669529664
252	64	39	15
252	65	57.35355339059328	50.64644660940672
252	66	34.82322330470336	19.82322330470336
252	67	10	22
252	68	25	16
252	69	31	51
252	70	9	37
252	71	35	35.75
252	72	28.17677669529664	28.82322330470336
252	73	47	40
252	74	10	19
252	75	8	38
252	76	60.4	35.8
252	77	37	16
252	78	34	51
252	79	35.17677669529664	25.82322330470336
252	80	57	34
252	81	71	18
253	0	10.75	27
253	1	70	36
253	2	71	14
253	3	57	49.25
253	4	8.75	50
253	5	13.823223304703363	27.82322330470336
253	6	15.25	30
253	7	15	35
253	8	27	22
253	9	27.32596668246309	23.033154921148043
253	10	16	21
253	11	13.421204664878722	36.875711090768114
253	12	25	15
253	13	36.75	14
253	14	28	19
253	15	28	39
253	16	68.82322330470336	16.82322330470336
253	17	55	16
253	18	66	35
253	19	55	26
253	20	56.42120466487872	49.124288909231886
253	21	66	32.25
253	22	11	19
253	23	11.823223304703363	21.82322330470336
253	24	68.42120466487873	39.875711090768114
253	25	23	29
253	26	19	22
253	27	70	19
253	28	35	37
253	29	53	16.25
253	30	70	38
253	31	19.843826238111394	47.94521720236076
253	32	55.17677669529664	44.82322330470336
253	33	10	20
253	34	24	22
253	35	29	50
253	36	51	38.75
253	37	57.82322330470336	50.17677669529664
253	38	56.2	20.6
253	39	27	51
253	40	37	16
253	41	13	51
253	42	15	28
253	43	17	27
253	44	50.06541865178362	13.000000000000002
253	45	17	39
253	46	27	51
253	47	31.25	50
253	48	19	39
253	49	14	41
253	50	67	34
253	51	35.17677669529664	44.82322330470336
253	52	26.25	48
253	53	23.17677669529664	18.17677669529664
253	54	12	14
253	55	26.37699499375567	15.13778714449199
253	56	42.47610837793734	23.000000027522137
253	57	28	25
253	58	40	39
253	59	40.82322330470336	15.823223304703363
253	60	33	46.75
253	61	19	46
253	62	10.823223304703363	16.17677669529664
253	63	17.17677669529664	19.17677669529664
253	64	39	15
253	65	57.35355339059328	50.64644660940672
253	66	34.82322330470336	19.82322330470336
253	67	10	22
253	68	25	16
253	69	31	51
253	70	9	37
253	71	35	35.75
253	72	28.17677669529664	28.82322330470336
253	73	47	40
253	74	10	19
253	75	8	38
253	76	60.4	35.8
253	77	37	16
253	78	34	51
253	79	35.17677669529664	25.82322330470336
253	80	57	34
253	81	71	18
254	0	10.75	27
254	1	70	36
254	2	71	14
254	3	57	49.25
254	4	8.75	50
254	5	13.823223304703363	27.82322330470336
254	6	15.25	30
254	7	15	35
254	8	27	22
254	9	27.32596668246309	23.033154921148043
254	10	16	21
254	11	13.421204664878722	36.875711090768114
254	12	25	15
254	13	36.75	14
254	14	28	19
254	15	28	39
254	16	68.82322330470336	16.82322330470336
254	17	55	16
254	18	66	35
254	19	55	26
254	20	56.42120466487872	49.124288909231886
254	21	66	32.25
254	22	11	19
254	23	11.823223304703363	21.82322330470336
254	24	68.42120466487873	39.875711090768114
254	25	23	29
254	26	19	22
254	27	70	19
254	28	35	37
254	29	53	16
254	30	70	38
254	31	19.843826238111394	47.94521720236076
254	32	55.17677669529664	44.82322330470336
254	33	10	20
254	34	24	22
254	35	29	50
254	36	51	38.75
254	37	57.82322330470336	50.17677669529664
254	38	56.2	20.6
254	39	27	51
254	40	37	16
254	41	13	51
254	42	15	28
254	43	17	27
254	44	50.31541865178362	13.000000000000002
254	45	17	39
254	46	27	51
254	47	31.25	50
254	48	19	39
254	49	14	41
254	50	67	34
254	51	35.17677669529664	44.82322330470336
254	52	26.25	48
254	53	23.17677669529664	18.17677669529664
254	54	12	14
254	55	26.37699499375567	15.13778714449199
254	56	42.72610837793734	23.00000001438863
254	57	28	25
254	58	40	39
254	59	40.82322330470336	15.823223304703363
254	60	33	46.75
254	61	19	46
254	62	10.823223304703363	16.17677669529664
254	63	17.17677669529664	19.17677669529664
254	64	39	15
254	65	57.35355339059328	50.64644660940672
254	66	34.82322330470336	19.82322330470336
254	67	10	22
254	68	25	16
254	69	31	51
254	70	9	37
254	71	35	35.75
254	72	28.17677669529664	28.82322330470336
254	73	47	40
254	74	10	19
254	75	8	38
254	76	60.4	35.8
254	77	37	16
254	78	34	51
254	79	35.17677669529664	25.82322330470336
254	80	57	34
254	81	71	18
255	0	10.75	27
255	1	70	36
255	2	71	14
255	3	57	49.25
255	4	8.75	50
255	5	13.823223304703363	27.82322330470336
255	6	15.25	30
255	7	15	35
255	8	27	22
255	9	27.32596668246309	23.033154921148043
255	10	16	21
255	11	13.421204664878722	36.875711090768114
255	12	25	15
255	13	36.75	14
255	14	28	19
255	15	28	39
255	16	68.82322330470336	16.82322330470336
255	17	55	16
255	18	66	35
255	19	55	26
255	20	56.42120466487872	49.124288909231886
255	21	66	32.25
255	22	11	19
255	23	11.823223304703363	21.82322330470336
255	24	68.42120466487873	39.875711090768114
255	25	23	29
255	26	19	22
255	27	70	19
255	28	35	37
255	29	53	15.75
255	30	70	38
255	31	19.843826238111394	47.94521720236076
255	32	55.17677669529664	44.82322330470336
255	33	10	20
255	34	24	22
255	35	29	50
255	36	51	38.75
255	37	57.82322330470336	50.17677669529664
255	38	56.2	20.6
255	39	27	51
255	40	37	16
255	41	13	51
255	42	15	28
255	43	17	27
255	44	50.56541865178362	13.000000000000002
255	45	17	39
255	46	27	51
255	47	31.25	50
255	48	19	39
255	49	14	41
255	50	67	34
255	51	35.17677669529664	44.82322330470336
255	52	26.25	48
255	53	23.17677669529664	18.17677669529664
255	54	12	14
255	55	26.37699499375567	15.13778714449199
255	56	42.97610837793734	23.000000011564875
255	57	28	25
255	58	40	39
255	59	40.82322330470336	15.823223304703363
255	60	33	46.75
255	61	19	46
255	62	10.823223304703363	16.17677669529664
255	63	17.17677669529664	19.17677669529664
255	64	39	15
255	65	57.35355339059328	50.64644660940672
255	66	34.82322330470336	19.82322330470336
255	67	10	22
255	68	25	16
255	69	31	51
255	70	9	37
255	71	35	35.75
255	72	28.17677669529664	28.82322330470336
255	73	47	40
255	74	10	19
255	75	8	38
255	76	60.4	35.8
255	77	37	16
255	78	34	51
255	79	35.17677669529664	25.82322330470336
255	80	57	34
255	81	71	18
256	0	10.75	27
256	1	70	36
256	2	71	14
256	3	57	49.25
256	4	8.75	50
256	5	13.823223304703363	27.82322330470336
256	6	15.25	30
256	7	15	35
256	8	27	22
256	9	27.32596668246309	23.033154921148043
256	10	16	21
256	11	13.421204664878722	36.875711090768114
256	12	25	15
256	13	36.75	14
256	14	28	19
256	15	28	39
256	16	68.82322330470336	16.82322330470336
256	17	55	16
256	18	66	35
256	19	55	26
256	20	56.42120466487872	49.124288909231886
256	21	66	32.25
256	22	11	19
256	23	11.823223304703363	21.82322330470336
256	24	68.42120466487873	39.875711090768114
256	25	23	29
256	26	19	22
256	27	70	19
256	28	34.75	37
256	29	53	15.5
256	30	70	38
256	31	19.843826238111394	47.94521720236076
256	32	55.17677669529664	44.82322330470336
256	33	10	20
256	34	24	22
256	35	29	50
256	36	51	38.75
256	37	57.82322330470336	50.17677669529664
256	38	56.2	20.6
256	39	27	51
256	40	37	16
256	41	13	51
256	42	15	28
256	43	17	27
256	44	50.81541865178362	13.000000000000002
256	45	17	39
256	46	27	51
256	47	31.25	50
256	48	19	39
256	49	14	41
256	50	67	34
256	51	35.17677669529664	44.82322330470336
256	52	26.25	48
256	53	23.17677669529664	18.17677669529664
256	54	12	14
256	55	26.37699499375567	15.13778714449199
256	56	43.22610837793734	23.00000000874112
256	57	28	25
256	58	40	39
256	59	40.82322330470336	15.823223304703363
256	60	33	46.75
256	61	19	46
256	62	10.823223304703363	16.17677669529664
256	63	17.17677669529664	19.17677669529664
256	64	39	15
256	65	57.35355339059328	50.64644660940672
256	66	34.82322330470336	19.82322330470336
256	67	10	22
256	68	25	16
256	69	31	51
256	70	9	37
256	71	35	35.75
256	72	28.17677669529664	28.82322330470336
256	73	47	40
256	74	10	19
256	75	8	38
256	76	60.4	35.8
256	77	37	16
256	78	34	51
256	79	35.17677669529664	25.82322330470336
256	80	57	34
256	81	71	18
257	0	10.75	27
257	1	70	36
257	2	71	14
257	3	57	49.25
257	4	8.75	50
257	5	13.823223304703363	27.82322330470336
257	6	15.25	30
257	7	15	35
257	8	27	22
257	9	27.32596668246309	23.033154921148043
257	10	16	21
257	11	13.421204664878722	36.875711090768114
257	12	25	15
257	13	36.75	14
257	14	28	19
257	15	28	39
257	16	68.82322330470336	16.82322330470336
257	17	55	16
257	18	66	35
257	19	55	26
257	20	56.42120466487872	49.124288909231886
257	21	66	32.25
257	22	11	19
257	23	11.823223304703363	21.82322330470336
257	24	68.42120466487873	39.875711090768114
257	25	23	29
257	26	19	22
257	27	70	19
257	28	34.53293921446888	36.87596526541079
257	29	53	15.25
257	30	70	38
257	31	19.843826238111394	47.94521720236076
257	32	55.17677669529664	44.82322330470336
257	33	10	20
257	34	24	22
257	35	29	50
257	36	51	38.75
257	37	57.82322330470336	50.17677669529664
257	38	56.2	20.6
257	39	27	51
257	40	37	16
257	41	13	51
257	42	15	28
257	43	17	27
257	44	51.06541865178362	13.000000000000002
257	45	17	39
257	46	27	51
257	47	31.25	50
257	48	19	39
257	49	14	41
257	50	67	34
257	51	35.17677669529664	44.82322330470336
257	52	26.25	48
257	53	23.17677669529664	18.17677669529664
257	54	12	14
257	55	26.37699499375567	15.13778714449199
257	56	43.47610837793734	23.000000005917368
257	57	28	25
257	58	40	39
257	59	40.82322330470336	15.823223304703363
257	60	33	46.75
257	61	19	46
257	62	10.823223304703363	16.17677669529664
257	63	17.17677669529664	19.17677669529664
257	64	39	15
257	65	57.35355339059328	50.64644660940672
257	66	34.82322330470336	19.82322330470336
257	67	10	22
257	68	25	16
257	69	31	51
257	70	9	37
257	71	35	35.75
257	72	28.17677669529664	28.82322330470336
257	73	47	40
257	74	10	19
257	75	8	38
257	76	60.4	35.8
257	77	37	16
257	78	34	51
257	79	35.17677669529664	25.82322330470336
257	80	57	34
257	81	71	18
258	0	10.75	27
258	1	70	36
258	2	71	14
258	3	57	49.25
258	4	8.75	50
258	5	13.823223304703363	27.82322330470336
258	6	15.25	30
258	7	15	35
258	8	27	22
258	9	27.32596668246309	23.033154921148043
258	10	16	21
258	11	13.421204664878722	36.875711090768114
258	12	25	15
258	13	36.75	14
258	14	28	19
258	15	28	39
258	16	68.82322330470336	16.82322330470336
258	17	55	16
258	18	66	35
258	19	55	26
258	20	56.42120466487872	49.124288909231886
258	21	66	32.25
258	22	11	19
258	23	11.823223304703363	21.82322330470336
258	24	68.42120466487873	39.875711090768114
258	25	23	29
258	26	19	22
258	27	70	19
258	28	34.315878428937765	36.75193053082158
258	29	53	15
258	30	70	38
258	31	19.843826238111394	47.94521720236076
258	32	55.17677669529664	44.82322330470336
258	33	10	20
258	34	24	22
258	35	29	50
258	36	51	38.75
258	37	57.82322330470336	50.17677669529664
258	38	56.2	20.6
258	39	27	51
258	40	37	16
258	41	13	51
258	42	15	28
258	43	17	27
258	44	51.31541865178362	13.000000000000002
258	45	17	39
258	46	27	51
258	47	31.25	50
258	48	19	39
258	49	14	41
258	50	67	34
258	51	35.17677669529664	44.82322330470336
258	52	26.25	48
258	53	23.17677669529664	18.17677669529664
258	54	12	14
258	55	26.37699499375567	15.13778714449199
258	56	43.72610837793734	23.00000000309361
258	57	28	25
258	58	40	39
258	59	40.82322330470336	15.823223304703363
258	60	33	46.75
258	61	19	46
258	62	10.823223304703363	16.17677669529664
258	63	17.17677669529664	19.17677669529664
258	64	39	15
258	65	57.35355339059328	50.64644660940672
258	66	34.82322330470336	19.82322330470336
258	67	10	22
258	68	25	16
258	69	31	51
258	70	9	37
258	71	35	35.75
258	72	28.17677669529664	28.82322330470336
258	73	47	40
258	74	10	19
258	75	8	38
258	76	60.4	35.8
258	77	37	16
258	78	34	51
258	79	35.17677669529664	25.82322330470336
258	80	57	34
258	81	71	18
259	0	10.75	27
259	1	70	36
259	2	71	14
259	3	57	49.25
259	4	8.75	50
259	5	13.823223304703363	27.82322330470336
259	6	15.25	30
259	7	15	35
259	8	27	22
259	9	27.32596668246309	23.033154921148043
259	10	16	21
259	11	13.421204664878722	36.875711090768114
259	12	25	15
259	13	36.75	14
259	14	28	19
259	15	28	39
259	16	68.82322330470336	16.82322330470336
259	17	55	16
259	18	66	35
259	19	55	26
259	20	56.42120466487872	49.124288909231886
259	21	66	32.25
259	22	11	19
259	23	11.823223304703363	21.82322330470336
259	24	68.42120466487873	39.875711090768114
259	25	23	29
259	26	19	22
259	27	70	19
259	28	34.09881764340665	36.62789579623237
259	29	53	14.75
259	30	70	38
259	31	19.843826238111394	47.94521720236076
259	32	55.17677669529664	44.82322330470336
259	33	10	20
259	34	24	22
259	35	29	50
259	36	51	38.75
259	37	57.82322330470336	50.17677669529664
259	38	56.2	20.6
259	39	27	51
259	40	37	16
259	41	13	51
259	42	15	28
259	43	17	27
259	44	51.56541865178362	13.000000000000002
259	45	17	39
259	46	27	51
259	47	31.25	50
259	48	19	39
259	49	14	41
259	50	67	34
259	51	35.17677669529664	44.82322330470336
259	52	26.25	48
259	53	23.17677669529664	18.17677669529664
259	54	12	14
259	55	26.37699499375567	15.13778714449199
259	56	43.97610837793734	23.00000000248649
259	57	28	25
259	58	40	39
259	59	40.82322330470336	15.823223304703363
259	60	33	46.75
259	61	19	46
259	62	10.823223304703363	16.17677669529664
259	63	17.17677669529664	19.17677669529664
259	64	39	15
259	65	57.35355339059328	50.64644660940672
259	66	34.82322330470336	19.82322330470336
259	67	10	22
259	68	25	16
259	69	31	51
259	70	9	37
259	71	35	35.75
259	72	28.17677669529664	28.82322330470336
259	73	47	40
259	74	10	19
259	75	8	38
259	76	60.4	35.8
259	77	37	16
259	78	34	51
259	79	35.17677669529664	25.82322330470336
259	80	57	34
259	81	71	18
260	0	10.75	27
260	1	70	36
260	2	71	14
260	3	57	49.25
260	4	8.75	50
260	5	13.823223304703363	27.82322330470336
260	6	15.25	30
260	7	15	35
260	8	27	22
260	9	27.32596668246309	23.033154921148043
260	10	16	21
260	11	13.421204664878722	36.875711090768114
260	12	25	15
260	13	36.75	14
260	14	28	19
260	15	28	39
260	16	68.82322330470336	16.82322330470336
260	17	55	16
260	18	66	35
260	19	55	26
260	20	56.42120466487872	49.124288909231886
260	21	66	32.25
260	22	11	19
260	23	11.823223304703363	21.82322330470336
260	24	68.42120466487873	39.875711090768114
260	25	23	29
260	26	19	22
260	27	70	19
260	28	33.88175685787553	36.503861061643164
260	29	53	14.5
260	30	70	38
260	31	19.843826238111394	47.94521720236076
260	32	55.17677669529664	44.82322330470336
260	33	10	20
260	34	24	22
260	35	29	50
260	36	51	38.75
260	37	57.82322330470336	50.17677669529664
260	38	56.2	20.6
260	39	27	51
260	40	37	16
260	41	13	51
260	42	15	28
260	43	17	27
260	44	51.81541865178362	13.000000000000002
260	45	17	39
260	46	27	51
260	47	31.25	50
260	48	19	39
260	49	14	41
260	50	67	34
260	51	35.17677669529664	44.82322330470336
260	52	26.25	48
260	53	23.17677669529664	18.17677669529664
260	54	12	14
260	55	26.37699499375567	15.13778714449199
260	56	44.22610837793734	23.000000001879375
260	57	28	25
260	58	40	39
260	59	40.82322330470336	15.823223304703363
260	60	33	46.75
260	61	19	46
260	62	10.823223304703363	16.17677669529664
260	63	17.17677669529664	19.17677669529664
260	64	39	15
260	65	57.35355339059328	50.64644660940672
260	66	34.82322330470336	19.82322330470336
260	67	10	22
260	68	25	16
260	69	31	51
260	70	9	37
260	71	35	35.75
260	72	28.17677669529664	28.82322330470336
260	73	47	40
260	74	10	19
260	75	8	38
260	76	60.4	35.8
260	77	37	16
260	78	34	51
260	79	35.17677669529664	25.82322330470336
260	80	57	34
260	81	71	18
261	0	10.75	27
261	1	70	36
261	2	71	14
261	3	57	49.25
261	4	8.75	50
261	5	13.823223304703363	27.82322330470336
261	6	15.25	30
261	7	15	35
261	8	27	22
261	9	27.32596668246309	23.033154921148043
261	10	16	21
261	11	13.421204664878722	36.875711090768114
261	12	25	15
261	13	36.75	14
261	14	28	19
261	15	28	39
261	16	68.82322330470336	16.82322330470336
261	17	55	16
261	18	66	35
261	19	55	26
261	20	56.42120466487872	49.124288909231886
261	21	66	32.25
261	22	11	19
261	23	11.823223304703363	21.82322330470336
261	24	68.42120466487873	39.875711090768114
261	25	23	29
261	26	19	22
261	27	70	19
261	28	33.66469607234441	36.379826327053955
261	29	53	14.25
261	30	70	38
261	31	19.843826238111394	47.94521720236076
261	32	55.17677669529664	44.82322330470336
261	33	10	20
261	34	24	22
261	35	29	50
261	36	51	38.75
261	37	57.82322330470336	50.17677669529664
261	38	56.2	20.6
261	39	27	51
261	40	37	16
261	41	13	51
261	42	15	28
261	43	17	27
261	44	52.06541865178362	13.000000000000002
261	45	17	39
261	46	27	51
261	47	31.25	50
261	48	19	39
261	49	14	41
261	50	67	34
261	51	35.17677669529664	44.82322330470336
261	52	26.25	48
261	53	23.17677669529664	18.17677669529664
261	54	12	14
261	55	26.37699499375567	15.13778714449199
261	56	44.47610837793734	23.000000001272255
261	57	28	25
261	58	40	39
261	59	40.82322330470336	15.823223304703363
261	60	33	46.75
261	61	19	46
261	62	10.823223304703363	16.17677669529664
261	63	17.17677669529664	19.17677669529664
261	64	39	15
261	65	57.35355339059328	50.64644660940672
261	66	34.82322330470336	19.82322330470336
261	67	10	22
261	68	25	16
261	69	31	51
261	70	9	37
261	71	35	35.75
261	72	28.17677669529664	28.82322330470336
261	73	47	40
261	74	10	19
261	75	8	38
261	76	60.4	35.8
261	77	37	16
261	78	34	51
261	79	35.17677669529664	25.82322330470336
261	80	57	34
261	81	71	18
262	0	10.75	27
262	1	70	36
262	2	71	14
262	3	57	49.25
262	4	8.75	50
262	5	13.823223304703363	27.82322330470336
262	6	15.25	30
262	7	15	35
262	8	27	22
262	9	27.32596668246309	23.033154921148043
262	10	16	21
262	11	13.421204664878722	36.875711090768114
262	12	25	15
262	13	36.75	14
262	14	28	19
262	15	28	39
262	16	68.82322330470336	16.82322330470336
262	17	55	16
262	18	66	35
